AI_Model_000001 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_090787 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Medium | Domain: Education AI | Primary_Task: Multimodal Generation
AI_Model_090788 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Medium | Domain: Education AI | Primary_Task: Speech-to-Text
AI_Model_090789 | Base_Model: CLIP | Type: Vision-Language Model | Size: Medium | Domain: Education AI | Primary_Task: Image-Text Understanding
AI_Model_090790 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Medium | Domain: Education AI | Primary_Task: Image Generation
AI_Model_090791 | Base_Model: DALL-E | Type: Generative Image Model | Size: Medium | Domain: Education AI | Primary_Task: Image Generation
AI_Model_090792 | Base_Model: YOLO | Type: Computer Vision Model | Size: Medium | Domain: Education AI | Primary_Task: Object Detection
AI_Model_090793 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Medium | Domain: Education AI | Primary_Task: Image Classification
AI_Model_090794 | Base_Model: ViT | Type: Vision Transformer | Size: Medium | Domain: Education AI | Primary_Task: Image Classification
AI_Model_090795 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Medium | Domain: Education AI | Primary_Task: Audio Generation
AI_Model_090796 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Medium | Domain: Education AI | Primary_Task: Speech Recognition
AI_Model_090797 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Medium | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_090798 | Base_Model: AutoEncoder | Type: Generative Model | Size: Medium | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_090799 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Medium | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_090800 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Medium | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_090801 | Base_Model: GPT | Type: Large Language Model | Size: Large | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090802 | Base_Model: BERT | Type: Transformer Encoder | Size: Large | Domain: Education AI | Primary_Task: Text Classification
AI_Model_090803 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Large | Domain: Education AI | Primary_Task: Text Transformation
AI_Model_090804 | Base_Model: Llama | Type: Large Language Model | Size: Large | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090805 | Base_Model: Mistral | Type: Large Language Model | Size: Large | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090806 | Base_Model: Claude | Type: Large Language Model | Size: Large | Domain: Education AI | Primary_Task: Conversational AI
AI_Model_090807 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Large | Domain: Education AI | Primary_Task: Multimodal Generation
AI_Model_090808 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Large | Domain: Education AI | Primary_Task: Speech-to-Text
AI_Model_090809 | Base_Model: CLIP | Type: Vision-Language Model | Size: Large | Domain: Education AI | Primary_Task: Image-Text Understanding
AI_Model_090810 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Large | Domain: Education AI | Primary_Task: Image Generation
AI_Model_090811 | Base_Model: DALL-E | Type: Generative Image Model | Size: Large | Domain: Education AI | Primary_Task: Image Generation
AI_Model_090812 | Base_Model: YOLO | Type: Computer Vision Model | Size: Large | Domain: Education AI | Primary_Task: Object Detection
AI_Model_090813 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Large | Domain: Education AI | Primary_Task: Image Classification
AI_Model_090814 | Base_Model: ViT | Type: Vision Transformer | Size: Large | Domain: Education AI | Primary_Task: Image Classification
AI_Model_090815 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Large | Domain: Education AI | Primary_Task: Audio Generation
AI_Model_090816 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Large | Domain: Education AI | Primary_Task: Speech Recognition
AI_Model_090817 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Large | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_090818 | Base_Model: AutoEncoder | Type: Generative Model | Size: Large | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_090819 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Large | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_090820 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Large | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_090821 | Base_Model: GPT | Type: Large Language Model | Size: XL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090822 | Base_Model: BERT | Type: Transformer Encoder | Size: XL | Domain: Education AI | Primary_Task: Text Classification
AI_Model_090823 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XL | Domain: Education AI | Primary_Task: Text Transformation
AI_Model_090824 | Base_Model: Llama | Type: Large Language Model | Size: XL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090825 | Base_Model: Mistral | Type: Large Language Model | Size: XL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090826 | Base_Model: Claude | Type: Large Language Model | Size: XL | Domain: Education AI | Primary_Task: Conversational AI
AI_Model_090827 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XL | Domain: Education AI | Primary_Task: Multimodal Generation
AI_Model_090828 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XL | Domain: Education AI | Primary_Task: Speech-to-Text
AI_Model_090829 | Base_Model: CLIP | Type: Vision-Language Model | Size: XL | Domain: Education AI | Primary_Task: Image-Text Understanding
AI_Model_090830 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XL | Domain: Education AI | Primary_Task: Image Generation
AI_Model_090831 | Base_Model: DALL-E | Type: Generative Image Model | Size: XL | Domain: Education AI | Primary_Task: Image Generation
AI_Model_090832 | Base_Model: YOLO | Type: Computer Vision Model | Size: XL | Domain: Education AI | Primary_Task: Object Detection
AI_Model_090833 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XL | Domain: Education AI | Primary_Task: Image Classification
AI_Model_090834 | Base_Model: ViT | Type: Vision Transformer | Size: XL | Domain: Education AI | Primary_Task: Image Classification
AI_Model_090835 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XL | Domain: Education AI | Primary_Task: Audio Generation
AI_Model_090836 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XL | Domain: Education AI | Primary_Task: Speech Recognition
AI_Model_090837 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XL | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_090838 | Base_Model: AutoEncoder | Type: Generative Model | Size: XL | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_090839 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XL | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_090840 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XL | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_090841 | Base_Model: GPT | Type: Large Language Model | Size: XXL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090842 | Base_Model: BERT | Type: Transformer Encoder | Size: XXL | Domain: Education AI | Primary_Task: Text Classification
AI_Model_090843 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XXL | Domain: Education AI | Primary_Task: Text Transformation
AI_Model_090844 | Base_Model: Llama | Type: Large Language Model | Size: XXL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090845 | Base_Model: Mistral | Type: Large Language Model | Size: XXL | Domain: Education AI | Primary_Task: Text Generation
AI_Model_090846 | Base_Model: Claude | Type: Large Language Model | Size: XXL | Domain: Education AI | Primary_Task: Conversational AI
AI_Model_090847 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XXL | Domain: Education AI | Primary_Task: Multimodal Generation
AI_Model_090848 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XXL | Domain: Education AI | Primary_Task: Speech-to-Text
AI_Model_090849 | Base_Model: CLIP | Type: Vision-Language Model | Size: XXL | Domain: Education AI | Primary_Task: Image-Text Understanding
AI_Model_090850 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XXL | Domain: Education AI | Primary_Task: Image Generation
AI_Model_090851 | Base_Model: DALL-E | Type: Generative Image Model | Size: XXL | Domain: Education AI | Primary_Task: Image Generation
AI_Model_090852 | Base_Model: YOLO | Type: Computer Vision Model | Size: XXL | Domain: Education AI | Primary_Task: Object Detection
AI_Model_090853 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XXL | Domain: Education AI | Primary_Task: Image Classification
AI_Model_090854 | Base_Model: ViT | Type: Vision Transformer | Size: XXL | Domain: Education AI | Primary_Task: Image Classification
AI_Model_090855 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XXL | Domain: Education AI | Primary_Task: Audio Generation
AI_Model_090856 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XXL | Domain: Education AI | Primary_Task: Speech Recognition
AI_Model_090857 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XXL | Domain: Education AI | Primary_Task: Generative Modeling
AI_Model_090858 | Base_Model: AutoEncoder | Type: Generative Model | Size: XXL | Domain: Education AI | Primary_Task: Representation Learning
AI_Model_090859 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XXL | Domain: Education AI | Primary_Task: Synthetic Data Generation
AI_Model_090860 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XXL | Domain: Education AI | Primary_Task: Sequence Modeling
AI_Model_090861 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090862 | Base_Model: BERT | Type: Transformer Encoder | Size: Tiny | Domain: Code AI | Primary_Task: Text Classification
AI_Model_090863 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Tiny | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_090864 | Base_Model: Llama | Type: Large Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090865 | Base_Model: Mistral | Type: Large Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090866 | Base_Model: Claude | Type: Large Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_090867 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Tiny | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_090868 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Tiny | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_090869 | Base_Model: CLIP | Type: Vision-Language Model | Size: Tiny | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_090870 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Tiny | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090871 | Base_Model: DALL-E | Type: Generative Image Model | Size: Tiny | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090872 | Base_Model: YOLO | Type: Computer Vision Model | Size: Tiny | Domain: Code AI | Primary_Task: Object Detection
AI_Model_090873 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Tiny | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090874 | Base_Model: ViT | Type: Vision Transformer | Size: Tiny | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090875 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Tiny | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_090876 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Tiny | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_090877 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Tiny | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_090878 | Base_Model: AutoEncoder | Type: Generative Model | Size: Tiny | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_090879 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Tiny | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_090880 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Tiny | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_090881 | Base_Model: GPT | Type: Large Language Model | Size: Small | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090882 | Base_Model: BERT | Type: Transformer Encoder | Size: Small | Domain: Code AI | Primary_Task: Text Classification
AI_Model_090883 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Small | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_090884 | Base_Model: Llama | Type: Large Language Model | Size: Small | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090885 | Base_Model: Mistral | Type: Large Language Model | Size: Small | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090886 | Base_Model: Claude | Type: Large Language Model | Size: Small | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_090887 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Small | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_090888 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Small | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_090889 | Base_Model: CLIP | Type: Vision-Language Model | Size: Small | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_090890 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Small | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090891 | Base_Model: DALL-E | Type: Generative Image Model | Size: Small | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090892 | Base_Model: YOLO | Type: Computer Vision Model | Size: Small | Domain: Code AI | Primary_Task: Object Detection
AI_Model_090893 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Small | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090894 | Base_Model: ViT | Type: Vision Transformer | Size: Small | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090895 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Small | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_090896 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Small | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_090897 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Small | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_090898 | Base_Model: AutoEncoder | Type: Generative Model | Size: Small | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_090899 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Small | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_090900 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Small | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_090901 | Base_Model: GPT | Type: Large Language Model | Size: Base | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090902 | Base_Model: BERT | Type: Transformer Encoder | Size: Base | Domain: Code AI | Primary_Task: Text Classification
AI_Model_090903 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Base | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_090904 | Base_Model: Llama | Type: Large Language Model | Size: Base | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090905 | Base_Model: Mistral | Type: Large Language Model | Size: Base | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090906 | Base_Model: Claude | Type: Large Language Model | Size: Base | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_090907 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Base | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_090908 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Base | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_090909 | Base_Model: CLIP | Type: Vision-Language Model | Size: Base | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_090910 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Base | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090911 | Base_Model: DALL-E | Type: Generative Image Model | Size: Base | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090912 | Base_Model: YOLO | Type: Computer Vision Model | Size: Base | Domain: Code AI | Primary_Task: Object Detection
AI_Model_090913 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Base | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090914 | Base_Model: ViT | Type: Vision Transformer | Size: Base | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090915 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Base | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_090916 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Base | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_090917 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Base | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_090918 | Base_Model: AutoEncoder | Type: Generative Model | Size: Base | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_090919 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Base | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_090920 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Base | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_090921 | Base_Model: GPT | Type: Large Language Model | Size: Medium | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090922 | Base_Model: BERT | Type: Transformer Encoder | Size: Medium | Domain: Code AI | Primary_Task: Text Classification
AI_Model_090923 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Medium | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_090924 | Base_Model: Llama | Type: Large Language Model | Size: Medium | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090925 | Base_Model: Mistral | Type: Large Language Model | Size: Medium | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090926 | Base_Model: Claude | Type: Large Language Model | Size: Medium | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_090927 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Medium | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_090928 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Medium | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_090929 | Base_Model: CLIP | Type: Vision-Language Model | Size: Medium | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_090930 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Medium | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090931 | Base_Model: DALL-E | Type: Generative Image Model | Size: Medium | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090932 | Base_Model: YOLO | Type: Computer Vision Model | Size: Medium | Domain: Code AI | Primary_Task: Object Detection
AI_Model_090933 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Medium | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090934 | Base_Model: ViT | Type: Vision Transformer | Size: Medium | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090935 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Medium | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_090936 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Medium | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_090937 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Medium | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_090938 | Base_Model: AutoEncoder | Type: Generative Model | Size: Medium | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_090939 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Medium | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_090940 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Medium | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_090941 | Base_Model: GPT | Type: Large Language Model | Size: Large | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090942 | Base_Model: BERT | Type: Transformer Encoder | Size: Large | Domain: Code AI | Primary_Task: Text Classification
AI_Model_090943 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Large | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_090944 | Base_Model: Llama | Type: Large Language Model | Size: Large | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090945 | Base_Model: Mistral | Type: Large Language Model | Size: Large | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090946 | Base_Model: Claude | Type: Large Language Model | Size: Large | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_090947 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Large | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_090948 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Large | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_090949 | Base_Model: CLIP | Type: Vision-Language Model | Size: Large | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_090950 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Large | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090951 | Base_Model: DALL-E | Type: Generative Image Model | Size: Large | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090952 | Base_Model: YOLO | Type: Computer Vision Model | Size: Large | Domain: Code AI | Primary_Task: Object Detection
AI_Model_090953 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Large | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090954 | Base_Model: ViT | Type: Vision Transformer | Size: Large | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090955 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Large | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_090956 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Large | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_090957 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Large | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_090958 | Base_Model: AutoEncoder | Type: Generative Model | Size: Large | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_090959 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Large | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_090960 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Large | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_090961 | Base_Model: GPT | Type: Large Language Model | Size: XL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090962 | Base_Model: BERT | Type: Transformer Encoder | Size: XL | Domain: Code AI | Primary_Task: Text Classification
AI_Model_090963 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XL | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_090964 | Base_Model: Llama | Type: Large Language Model | Size: XL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090965 | Base_Model: Mistral | Type: Large Language Model | Size: XL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090966 | Base_Model: Claude | Type: Large Language Model | Size: XL | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_090967 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XL | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_090968 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XL | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_090969 | Base_Model: CLIP | Type: Vision-Language Model | Size: XL | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_090970 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XL | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090971 | Base_Model: DALL-E | Type: Generative Image Model | Size: XL | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090972 | Base_Model: YOLO | Type: Computer Vision Model | Size: XL | Domain: Code AI | Primary_Task: Object Detection
AI_Model_090973 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XL | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090974 | Base_Model: ViT | Type: Vision Transformer | Size: XL | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090975 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XL | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_090976 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XL | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_090977 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XL | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_090978 | Base_Model: AutoEncoder | Type: Generative Model | Size: XL | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_090979 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XL | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_090980 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XL | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_090981 | Base_Model: GPT | Type: Large Language Model | Size: XXL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090982 | Base_Model: BERT | Type: Transformer Encoder | Size: XXL | Domain: Code AI | Primary_Task: Text Classification
AI_Model_090983 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XXL | Domain: Code AI | Primary_Task: Text Transformation
AI_Model_090984 | Base_Model: Llama | Type: Large Language Model | Size: XXL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090985 | Base_Model: Mistral | Type: Large Language Model | Size: XXL | Domain: Code AI | Primary_Task: Text Generation
AI_Model_090986 | Base_Model: Claude | Type: Large Language Model | Size: XXL | Domain: Code AI | Primary_Task: Conversational AI
AI_Model_090987 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XXL | Domain: Code AI | Primary_Task: Multimodal Generation
AI_Model_090988 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XXL | Domain: Code AI | Primary_Task: Speech-to-Text
AI_Model_090989 | Base_Model: CLIP | Type: Vision-Language Model | Size: XXL | Domain: Code AI | Primary_Task: Image-Text Understanding
AI_Model_090990 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XXL | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090991 | Base_Model: DALL-E | Type: Generative Image Model | Size: XXL | Domain: Code AI | Primary_Task: Image Generation
AI_Model_090992 | Base_Model: YOLO | Type: Computer Vision Model | Size: XXL | Domain: Code AI | Primary_Task: Object Detection
AI_Model_090993 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XXL | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090994 | Base_Model: ViT | Type: Vision Transformer | Size: XXL | Domain: Code AI | Primary_Task: Image Classification
AI_Model_090995 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XXL | Domain: Code AI | Primary_Task: Audio Generation
AI_Model_090996 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XXL | Domain: Code AI | Primary_Task: Speech Recognition
AI_Model_090997 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XXL | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_090998 | Base_Model: AutoEncoder | Type: Generative Model | Size: XXL | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_090999 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XXL | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_091000 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XXL | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_091001 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_091002 | Base_Model: BERT | Type: Transformer Encoder | Size: Tiny | Domain: General AI | Primary_Task: Text Classification
AI_Model_091003 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Tiny | Domain: General AI | Primary_Task: Text Transformation
AI_Model_091004 | Base_Model: Llama | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_091005 | Base_Model: Mistral | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_091006 | Base_Model: Claude | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Conversational AI
